Titolo,Artista,Settimana,Streaming,Radio_Tv,Download,Percentuale
Tu no,Irama,2024-05-25,87,12,1,18.93
Anche stasera,Sfera Ebbasta feat. Elodie,2024-05-25,100,0,0,18.82
Electric,Darin,2024-05-25,0,98,2,18.81
Eva,Kid Yugi & Tedua & Junior K,2024-05-25,100,0,0,18.68
Illusion,Dua Lipa,2024-05-25,0,100,0,18.43
Maranza,Il Pagante & Fabio Rovazzi,2024-05-25,44,41,15,18.39
Eyes closed,Imagine Dragons,2024-05-25,0,99,1,18.33
Rap money,Salmo & Noyz Narcos feat. Guè,2024-05-25,100,0,0,17.75
Santa,Rvssian & Rauw Alejandro & Ayra Starr,2024-05-25,98,2,0,17.49
Icon,Tony Effe,2024-05-25,100,0,0,17.23
Training season,Dua Lipa,2024-05-25,44,54,2,16.98
First day out,Shiva,2024-05-25,100,0,0,16.94
Sottovuoto,Capo Plaza,2024-05-25,100,0,0,16.76
Cenere,Lazza,2024-05-25,100,0,0,16.71
Musica italiana,Rocco Hunt,2024-05-25,28,72,0,16.46
Sexy magica,Sarah Toscano,2024-05-25,52,45,3,16.45
Vieni dalla Baddie (Interlude),Anna,2024-05-25,100,0,0,16.08
Louder,Dotan,2024-05-25,0,99,1,15.56
Espresso,Sabrina Carpenter,2024-05-25,73,25,2,15.32
Dea saffica,Gaia,2024-05-25,0,100,0,14.72
El matador,Elmatadormc7,2024-05-25,100,0,0,14.72
Triste,Simba La Rue,2024-05-25,100,0,0,14.71
Chihiro,Billie Eilish,2024-05-25,100,0,0,14.61
Tutto qui,Gazzelle,2024-05-25,82,18,0,14.33
Lose control,Teddy Swims,2024-05-25,77,18,5,14.26
I can fly,Icy Subzero,2024-05-25,100,0,0,13.92
Lucia (Stay with me),Liberato,2024-05-25,99,0,1,13.87
Personale,Mahmood & Geolier,2024-05-25,100,0,0,13.14
Doctor (work it out),Pharrell Williams & Miley Cyrus,2024-05-25,0,100,0,13.09
Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,2024-05-25,89,6,4,12.95
Rossofuoco,Mida,2024-05-25,100,0,0,12.88
Everyday,Takagi e Ketra feat. Shiva & Anna & Geolier,2024-05-25,100,0,0,12.72
Buscando money,Twenty Six & Tayson Kryss,2024-05-25,46,54,0,12.46
Addicted,Zerb & Chainsmokers feat. Ink,2024-05-25,0,98,2,12.25
Due altalene,Mr. Rain,2024-05-25,80,20,0,12.16
Pillole,"Tony Effe &, Sfera Ebbasta & Geolier",2024-05-25,100,0,0,12.16
Ferite,Capo Plaza,2024-05-25,100,0,0,12.02
Puntofermo,Tiromancino,2024-05-25,0,100,0,11.85
Quei due innamorati,Ultimo,2024-05-25,98,0,2,11.68
Discoteche abbandonate,Max Pezzali,2024-05-25,0,97,3,11.42
Diamanti grezzi,Clara,2024-05-25,100,0,0,11.17
Tango,Tananai,2024-05-25,97,0,3,11.1
Miez a via,Baby Gang feat. Geolier,2024-05-25,100,0,0,11.02
Uffa,Niky Savage feat. Silent Bob,2024-05-25,99,1,0,10.9
Bon ton,Drillionaire & Lazza & Blanco feat. Sfera Ebbasta & Michelangelo,2024-05-25,100,0,0,10.58
Ci pensiamo domani,Angelina Mango,2024-05-25,100,0,0,10.31
Shut up and dance,Sophie And The Giants,2024-05-25,0,90,10,10.26
All night long,Kungs & David Guetta feat. Izzy Bizu,2024-05-25,0,98,2,10.25
Too sweet,Hozier,2024-05-25,66,31,3,10.23
Bellissimissima,Alfa,2024-05-25,100,0,0,10.18
I miss u,Capo Plaza feat. Tony Boy,2024-05-25,100,0,0,10.15
Fortnight,Taylor Swift feat. Post Malone,2024-05-25,70,30,0,9.99
In Italia 2024,Fabri Fibra feat. Emma & Baby Gang,2024-05-25,100,0,0,9.88
Que pasa,Mida,2024-05-25,96,4,0,9.79
Non mi passa,Salmo & Noyz Narcos feat. Gemitaiz,2024-05-25,100,0,0,9.63
Calcolatrici,Sfera Ebbasta feat. Geolier & Simba La Rue & Baby Gang,2024-05-25,100,0,0,9.51
Quando saremo vecchi,Ultimo,2024-05-25,100,0,0,9.37
Pazza,Loredana Bertè,2024-05-25,82,16,2,9.12
Che t'o dico a fa',Angelina Mango,2024-05-25,100,0,0,9.09
Birds of a feather,Billie Eilish,2024-05-25,100,0,0,9.01
15 Piani,Sfera Ebbasta feat. Marracash,2024-05-25,100,0,0,8.85
Lunedì,Ultimo,2024-05-25,100,0,0,8.77
Paradiso,La Rappresentante Di Lista,2024-05-25,0,100,0,8.69
Onda alta,Dargen D'Amico,2024-05-25,100,0,0,8.67
I had some help,Post Malone feat. Morgan Wallen,2024-05-25,16,84,0,8.56
Lilith,Kid Yugi,2024-05-25,100,0,0,8.53
Honey boy,Purple Disco Machine & Benjamin Ingrosso feat. Nile Rodgers & Shenseea,2024-05-25,0,100,0,8.52
I don't wanna wait,David Guetta & Onerepublic,2024-05-25,56,38,6,8.43
L'odio,Salmo & Noyz Narcos & Sine,2024-05-25,100,0,0,8.39
Paradiso artificiale,Tedua feat. Baby Gang & Kid Yugi,2024-05-25,100,0,0,8.19
No angels,Justin Timberlake,2024-05-25,0,100,0,8.02
Hellraisers,Salmo & Noyz Narcos,2024-05-25,100,0,0,7.97
Honey,Tony Effe & Lazza & Capo Plaza,2024-05-25,100,0,0,7.91
Petit fou fou,Rhove & Anna,2024-05-25,100,0,0,7.9
Capolavoro,Il Volo,2024-05-25,64,30,6,7.83
Oh amore,Capo Plaza,2024-05-25,100,0,0,7.68
Vetri neri,Ava & Anna & Capo Plaza,2024-05-25,100,0,0,7.66
Human,Lenny Kravitz,2024-05-25,0,100,0,7.65
Replay,SLF feat. Lele Blade & Mv Killa & Vale Lambo & Yung Snapp,2024-05-25,98,2,0,7.62
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-05-25,100,0,0,7.59
Ancora,Rhove,2024-05-25,100,0,0,7.52
The code,Nemo,2024-05-25,97,0,3,7.45
Not like us,Kendrick Lamar,2024-05-25,100,0,0,7.43
Memories,Capo Plaza feat. Annalisa,2024-05-25,100,0,0,7.3
Plata o Plomo,Kalionte & Frezza,2024-05-25,100,0,0,7.3
Baby girl,Capo Plaza,2024-05-25,100,0,0,7.16
Rubami la notte,Pinguini Tattici Nucleari,2024-05-25,100,0,0,7.15
Il male che mi fai,Geolier feat. Marracash,2024-05-25,100,0,0,7.07
Moneylove,Massimo Pericolo feat. Emis Killa,2024-05-25,100,0,0,7.06
Come vuoi,Geolier,2024-05-25,100,0,0,7.06
Baby mama,Don Pero,2024-05-25,100,0,0,7.02
Mwaki,Zerb & Sofiya Nzau,2024-05-25,83,17,0,7.01
Million Dollar Baby,Tommy Richman,2024-05-25,98,2,0,6.91
Lovers in a past life,Calvin Harris & Rag'N'Bone Man,2024-05-25,0,100,0,6.91
Amore di strada,Ultimo,2024-05-25,100,0,0,6.78
Maliciosa,Elmatadormc7,2024-05-25,100,0,0,6.77
La fine del mondo,Mr.Rain & Sangiovanni,2024-05-25,100,0,0,6.73
Skinny,Billie Eilish,2024-05-25,100,0,0,6.66
Chiagne,Geolier feat. Lazza & Takagi & Ketra,2024-05-25,100,0,0,6.66
La musica non c'è,Coez,2024-05-25,100,0,0,6.65
Hoe,Tedua feat. Sfera Ebbasta,2024-05-25,100,0,0,6.49
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2024-05-25,100,0,0,6.47
Randagi,Holden,2024-05-25,94,6,0,6.43
L'amour de ma vie,Billie Eilish,2024-05-25,100,0,0,6.43
Mi riempi di chiamate,Capo Plaza,2024-05-25,100,0,0,6.43
Assistente sociale,Baby Gang & Higashi feat. Simba La Rue,2024-05-25,100,0,0,6.37
Destri,Gazzelle,2024-05-25,100,0,0,6.27
Di' una parola,Antonello Venditti,2024-05-25,13,82,4,6.27
La ca$$A,Capo Plaza feat. Artie 5Ive,2024-05-25,100,0,0,6.26
Ad Maiora,Artie 5ive,2024-05-25,100,0,0,6.26
Wildflower,Billie Eilish,2024-05-25,100,0,0,6.18
Shadows of the night [gigi dag mix],Gigi D'Agostino & Boostedkids,2024-05-25,0,96,4,6.16
Fantasmi,Rose Villain feat. Geolier,2024-05-25,100,0,0,6.15
Praise the lord,Mace & Tony Boy & Guè & Noyz Narcos,2024-05-25,100,0,0,5.96
Gli altri (Giorni stupidi),Marracash,2024-05-25,100,0,0,5.93
64 barre da censura (Red Bull 64 bars),Kid Yugi,2024-05-25,100,0,0,5.89
Blue,Billie Eilish,2024-05-25,100,0,0,5.84
Nightmares,Bresh & Pinguini Tattici Nucleari,2024-05-25,100,0,0,5.83
Una Vespa in 2,Orietta Berti feat. Fiorello,2024-05-25,0,97,3,5.81
No ex,Niky Savage & Blssd feat. Paky,2024-05-25,100,0,0,5.8
Ex angelo,Kid Yugi & Sfera Ebbasta & Shablo,2024-05-25,100,0,0,5.74
M' manc,Shablo & Geolier & Sfera Ebbasta,2024-05-25,100,0,0,5.74
Guasto d'amore,Bresh & Shune,2024-05-25,100,0,0,5.72
Carrara,Tony Effe & Simba La Rue,2024-05-25,100,0,0,5.69
Due vite,Marco Mengoni,2024-05-25,100,0,0,5.68
Leanin',Tony Boy,2024-05-25,100,0,0,5.62
Kite,Benjamin Ingrosso,2024-05-25,0,100,0,5.62
Belong together,Mark Ambor,2024-05-25,100,0,0,5.6
Denaro,Kid Yugi & Simba La Rue,2024-05-25,100,0,0,5.53
Another love,Tom Odell,2024-05-25,84,13,4,5.52
Tutto fuori controllo,Mace  Kid Yugi & Izi & Franco126,2024-05-25,100,0,0,5.48
Fragili,Il Tre,2024-05-25,100,0,0,5.38
The greatest,Billie Eilish,2024-05-25,100,0,0,5.36
Mon amour,Annalisa,2024-05-25,100,0,0,5.32
Fino a qui,Alessandra Amoroso,2024-05-25,43,57,0,5.31
Cadillac,Boro & Artie 5Ive & Andry The Hitmaker,2024-05-25,100,0,0,5.27
Brivido,Guè Pequeno feat. Marracash,2024-05-25,100,0,0,5.24
End of beginning,Djo,2024-05-25,97,3,0,5.22
Giovani Wannabe,Pinguini Tattici Nucleari,2024-05-25,100,0,0,5.21
Cento occhi,Bigmama,2024-05-25,0,100,0,5.17
King of the jungle,Club Dogo,2024-05-25,0,93,7,5.13
Insta lova,Marracash & Guè Pequeno,2024-05-25,100,0,0,5.13
Un briciolo di allegria,Blanco & Mina,2024-05-25,100,0,0,5.08
Io voglio te,Gianna Nannini,2024-05-25,0,95,5,5.04
Gelosa,Finesse feat. Shiva & Sfera Ebbasta & Guè Pequeno,2024-05-25,100,0,0,5.01
Sintetico,Kid Yugi & Night Skinny & Tony Boy,2024-05-25,100,0,0,4.96
Lasciati pensare,Biagio Antonacci,2024-05-25,0,100,0,4.92
Come un tuono,Rose Villain feat. Guè,2024-06-01,73,24,2,100.0
Paprika,Ghali,2024-06-01,64,34,1,77.42
100 messaggi,Lazza,2024-06-01,78,21,2,75.35
L'ultima poesia,Geolier & Ultimo,2024-06-01,98,1,2,64.89
Sesso e samba,Tony Effe & Gaia,2024-06-01,72,26,2,58.6
Beatrice,Tedua feat. Annalisa,2024-06-01,97,0,3,56.94
Melodrama,Angelina Mango,2024-06-01,57,34,9,54.2
Gata only,Floyymenor & Cris Mj,2024-06-01,98,2,1,52.8
Tuta gold,Mahmood,2024-06-01,88,11,1,52.28
Mare calmo,Tedua,2024-06-01,100,0,0,50.17
El pibe de oro,Geolier,2024-06-01,99,1,0,48.94
Sinceramente,Annalisa,2024-06-01,87,11,2,48.9
Altrove,Ultimo,2024-06-01,57,42,1,48.07
Veleno,Tananai,2024-06-01,47,52,1,46.1
Karma,Kolors,2024-06-01,30,65,4,45.63
Femme fatale,Emma,2024-06-01,23,75,2,45.18
BBE,ANNA feat. Lazza,2024-06-01,98,1,1,42.97
Galassie,Irama,2024-06-01,60,37,2,42.64
Jolly Roger,Tedua feat. Izi & Bresh & Disme & Vaz Tè,2024-06-01,100,0,0,42.61
Malavita,Coma_Cose,2024-06-01,28,70,2,41.8
Miu Miu,Tony Effe,2024-06-01,100,0,0,41.42
Kill Bill,Tedua,2024-06-01,100,0,0,39.63
Ma che idea,Bnkr44 & Pino D'Angiò,2024-06-01,64,34,1,38.24
Alè,Rhove & Capo Plaza,2024-06-01,55,45,0,38.24
"I p' me, tu p' te",Geolier,2024-06-01,100,0,0,36.32
Paradiso II,Tedua,2024-06-01,100,0,0,36.07
Al limite,Tedua feat. Tony Boy,2024-06-01,100,0,0,35.8
La noia,Angelina Mango,2024-06-01,99,0,1,35.8
I like the way you kiss me,Artemas,2024-06-01,59,39,2,35.67
Click boom!,Rose Villain,2024-06-01,98,0,2,34.73
First day out,Shiva,2024-06-01,100,0,0,34.4
Dopo le 4,"Tony Effe, Bresh & Tedua",2024-06-01,100,0,0,34.23
Devastante,Olly & Jvli,2024-06-01,98,1,1,34.22
Beautiful things,Benson Boone,2024-06-01,70,23,6,34.17
Torcida,Bresh,2024-06-01,74,25,1,33.87
Mezzo secondo,Gazzelle,2024-06-01,78,20,2,33.04
Peyote,Articolo 31 feat. Fabri Fibra & Rocco Hunt,2024-06-01,24,75,2,32.98
Mammamì,Petit,2024-06-01,81,17,2,32.47
Casa mia,Ghali,2024-06-01,99,0,1,32.2
Angelo all'inferno,Tedua feat. Salmo & Federica Abbate,2024-06-01,99,0,1,30.99
Lunch,Billie Eilish,2024-06-01,58,40,2,29.72
Luna piena,Negramaro,2024-06-01,2,97,1,28.19
Soldi arrotolati,Capo Plaza feat. Anna,2024-06-01,100,0,0,27.69
Senza tuccà,Gigi D'Alessio feat. Geolier,2024-06-01,51,48,1,27.13
Ma non tutta la vita,Ricchi e Poveri,2024-06-01,78,20,2,25.08
Puntería,Shakira & Cardi B,2024-06-01,0,98,2,25.05
Apnea,Emma,2024-06-01,99,0,1,24.88
Addo staje [ride it napoletan remix],Le-One feat. VTR,2024-06-01,99,1,0,24.67
"Un ragazzo, una ragazza",Kolors,2024-06-01,98,0,2,23.59
Vai!,Alfa,2024-06-01,97,0,3,23.1
Ancora qua,Capo Plaza feat. Tedua,2024-06-01,100,0,0,23.09
Istinto animale,Don Joe feat. Annalisa & Ernia & Guè,2024-06-01,38,62,0,22.72
Illusion,Dua Lipa,2024-06-01,0,100,0,22.67
Lonely dancers,Conan Gray,2024-06-01,0,98,2,22.31
Frutta malinconia,Francesco Gabbani,2024-06-01,4,95,1,21.23
Sarò con te,SLF & Geolier feat. Lele Blade & Mv Killa & Vale Lambo & Yung,2024-06-01,98,2,0,20.72
00,Artie 5ive,2024-06-01,100,0,0,20.52
Electric,Darin,2024-06-01,0,97,3,20.28
Parole vuote (La solitudine),Tedua & Capo Plaza & Shune,2024-06-01,100,0,0,19.98
Non ho bisogno di te,Noemi,2024-06-01,0,100,0,19.88
Espresso,Sabrina Carpenter,2024-06-01,65,32,2,19.3
Sexy magica,Sarah Toscano,2024-06-01,55,40,5,19.09
Adrenalina,Baby Gang feat. Blanco & Marracash,2024-06-01,99,1,0,18.87
Texas hold 'em,Beyoncè,2024-06-01,14,84,2,18.8
Eva,Kid Yugi & Tedua & Junior K,2024-06-01,100,0,0,18.52
Addicted,Zerb & Chainsmokers feat. Ink,2024-06-01,8,90,2,18.16
Louder,Dotan,2024-06-01,0,100,0,17.06
Tu no,Irama,2024-06-01,87,13,0,17.01
Eyes closed,Imagine Dragons,2024-06-01,0,100,0,17.0
Money rain,Capo Plaza feat. Lazza,2024-06-01,100,0,0,16.95
Festa totale,Paola e Chiara,2024-06-01,19,62,18,16.8
Training season,Dua Lipa,2024-06-01,47,53,0,16.52
Musica italiana,Rocco Hunt,2024-06-01,32,68,0,16.06
Sola,Baby Gang & Higashi feat. Lazza & Tedua,2024-06-01,100,0,0,15.88
Icon,Tony Effe,2024-06-01,100,0,0,15.1
Santa,Rvssian & Rauw Alejandro & Ayra Starr,2024-06-01,98,2,0,14.84
Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,2024-06-01,89,7,4,14.42
Paradiso artificiale,Tedua feat. Baby Gang & Kid Yugi,2024-06-01,100,0,0,14.23
Doctor (work it out),Pharrell Williams & Miley Cyrus,2024-06-01,0,100,0,14.15
Cenere,Lazza,2024-06-01,100,0,0,14.1
Maranza,Il Pagante & Fabio Rovazzi,2024-06-01,60,34,6,14.06
Bon ton,Drillionaire & Lazza & Blanco feat. Sfera Ebbasta & Michelangelo,2024-06-01,100,0,0,14.02
Acqua passata,Capo Plaza,2024-06-01,100,0,0,13.86
Neve al sole,Ultimo,2024-06-01,98,0,2,13.57
Tutto qui,Gazzelle,2024-06-01,100,0,0,13.12
Hotline,Salmo & Noyz Narcos & Sine feat. Lazza,2024-06-01,98,0,2,13.1
Everyday,Takagi e Ketra feat. Shiva & Anna & Geolier,2024-06-01,100,0,0,12.87
Vetri neri,Ava & Anna & Capo Plaza,2024-06-01,100,0,0,12.74
I can fly,Icy Subzero,2024-06-01,100,0,0,12.69
Lose control,Teddy Swims,2024-06-01,86,8,6,12.66
Rossofuoco,Mida,2024-06-01,98,0,2,12.47
Too sweet,Hozier,2024-06-01,55,45,0,12.4
Vieni dalla Baddie (Interlude),Anna,2024-06-01,100,0,0,12.37
El matador,Elmatadormc7,2024-06-01,100,0,0,12.26
Shut up and dance,Sophie And The Giants,2024-06-01,0,95,5,12.15
Sottovuoto,Capo Plaza,2024-06-01,100,0,0,12.05
Due altalene,Mr. Rain,2024-06-01,81,19,0,11.95
Madame,Baby Gang & Higashi feat. Sfera Ebbasta,2024-06-01,100,0,0,11.72
Dea saffica,Gaia,2024-06-01,0,100,0,11.59
In Italia 2024,Fabri Fibra feat. Emma & Baby Gang,2024-06-01,97,0,3,11.2
I don't wanna wait,David Guetta & Onerepublic,2024-06-01,43,57,0,11.14
Diamanti grezzi,Clara,2024-06-01,100,0,0,11.12
Buscando money,Twenty Six & Tayson Kryss,2024-06-01,51,49,0,11.02
Anche stasera,Sfera Ebbasta feat. Elodie,2024-06-01,100,0,0,10.95
Pillole,"Tony Effe &, Sfera Ebbasta & Geolier",2024-06-01,100,0,0,10.95
Io vorrei 2024,Gigi D'Alessio feat. Elodie & Ernia,2024-06-01,96,0,4,10.92
Personale,Mahmood & Geolier,2024-06-01,100,0,0,10.76
Lucia (Stay with me),Liberato,2024-06-01,100,0,0,10.57
Che t'o dico a fa',Angelina Mango,2024-06-01,97,0,3,10.46
Que pasa,Mida,2024-06-01,92,4,4,10.45
Tango,Tananai,2024-06-01,96,0,4,10.1
All night long,Kungs & David Guetta feat. Izzy Bizu,2024-06-01,0,100,0,9.98
Triste,Simba La Rue,2024-06-01,100,0,0,9.97
Fortnight,Taylor Swift feat. Post Malone,2024-06-01,66,30,4,9.87
Honey boy,Purple Disco Machine & Benjamin Ingrosso feat. Nile Rodgers & Shenseea,2024-06-01,0,100,0,9.83
Chihiro,Billie Eilish,2024-06-01,97,0,3,9.6
Miez a via,Baby Gang feat. Geolier,2024-06-01,100,0,0,9.38
Malamente,Tedua,2024-06-01,100,0,0,9.03
No angels,Justin Timberlake,2024-06-01,0,100,0,8.93
Pazza,Loredana Bertè,2024-06-01,96,0,4,8.7
Tornerai,Petit,2024-06-01,100,0,0,8.43
Hoe,Tedua feat. Sfera Ebbasta,2024-06-01,100,0,0,8.24
Vabbe' ciao,Alfa,2024-06-01,0,97,3,8.23
Band4Band,Central Cee feat. Lil Baby,2024-06-01,100,0,0,8.18
Calcolatrici,Sfera Ebbasta feat. Geolier & Simba La Rue & Baby Gang,2024-06-01,100,0,0,8.01
Bellissimissima,Alfa,2024-06-01,96,0,4,7.94
Ci pensiamo domani,Angelina Mango,2024-06-01,100,0,0,7.87
Petit fou fou,Rhove & Anna,2024-06-01,100,0,0,7.82
Baby mama,Don Pero,2024-06-01,100,0,0,7.8
I had some help,Post Malone feat. Morgan Wallen,2024-06-01,0,100,0,7.69
Red light,Tedua,2024-06-01,100,0,0,7.67
Taxi sulla luna,Tony Effe & Emma & Takagi e Ketra,2024-06-01,100,0,0,7.64
Mwaki,Zerb & Sofiya Nzau,2024-06-01,81,15,4,7.63
Lilith,Kid Yugi,2024-06-01,100,0,0,7.62
Plenilunio,Madman,2024-06-01,100,0,0,7.39
Ferite,Capo Plaza,2024-06-01,100,0,0,7.36
Puntofermo,Tiromancino,2024-06-01,0,100,0,7.32
15 Piani,Sfera Ebbasta feat. Marracash,2024-06-01,100,0,0,7.17
Opera,Diss Gacha & Sala & Rosa Chemical feat. Greg Willen,2024-06-01,100,0,0,7.05
Plata o Plomo,Kalionte & Frezza,2024-06-01,100,0,0,7.04
Onda alta,Dargen D'Amico,2024-06-01,100,0,0,7.0
Fragili,Il Tre,2024-06-01,100,0,0,6.81
Rubami la notte,Pinguini Tattici Nucleari,2024-06-01,100,0,0,6.72
Intro La Divina Commedia,Tedua,2024-06-01,100,0,0,6.7
Come vuoi,Geolier,2024-06-01,100,0,0,6.67
La musica non c'è,Coez,2024-06-01,100,0,0,6.66
I miss u,Capo Plaza feat. Tony Boy,2024-06-01,100,0,0,6.58
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2024-06-01,100,0,0,6.53
Shadows of the night [gigi dag mix],Gigi D'Agostino & Boostedkids,2024-06-01,0,93,7,6.52
Not like us,Kendrick Lamar,2024-06-01,100,0,0,6.43
Million Dollar Baby,Tommy Richman,2024-06-01,98,2,0,6.42
Parafulmini,Ernia feat. Bresh & Fabri Fibra,2024-06-01,100,0,0,6.28
Il male che mi fai,Geolier feat. Marracash,2024-06-01,100,0,0,6.23
Maliciosa,Elmatadormc7,2024-06-01,100,0,0,6.12
Moneylove,Massimo Pericolo feat. Emis Killa,2024-06-01,100,0,0,6.09
Destri,Gazzelle,2024-06-01,100,0,0,6.03
Lovers in a past life,Calvin Harris & Rag'N'Bone Man,2024-06-01,0,100,0,5.9
Birds of a feather,Billie Eilish,2024-06-01,100,0,0,5.87
Fantasmi,Rose Villain feat. Geolier,2024-06-01,100,0,0,5.8
Uffa,Niky Savage feat. Silent Bob,2024-06-01,100,0,0,5.76
Randagi,Holden,2024-06-01,87,7,6,5.76
Replay,SLF feat. Lele Blade & Mv Killa & Vale Lambo & Yung Snapp,2024-06-01,97,3,0,5.72
Another love,Tom Odell,2024-06-01,89,11,0,5.6
Leanin',Tony Boy,2024-06-01,100,0,0,5.57
La fine del mondo,Mr.Rain & Sangiovanni,2024-06-01,100,0,0,5.54
Nightmares,Bresh & Pinguini Tattici Nucleari,2024-06-01,100,0,0,5.45
Chiagne,Geolier feat. Lazza & Takagi & Ketra,2024-06-01,100,0,0,5.39
Praise the lord,Mace & Tony Boy & Guè & Noyz Narcos,2024-06-01,100,0,0,5.38
M' manc,Shablo & Geolier & Sfera Ebbasta,2024-06-01,100,0,0,5.37
Ridere,Pinguini Tattici Nucleari,2024-06-01,100,0,0,5.33
Paradiso,La Rappresentante Di Lista,2024-06-01,0,100,0,5.32
Gli altri (Giorni stupidi),Marracash,2024-06-01,100,0,0,5.31
Fire,Meduza & OneRepublic & Leony,2024-06-01,11,84,5,5.3
Brivido,Guè Pequeno feat. Marracash,2024-06-01,100,0,0,5.3
Carrara,Tony Effe & Simba La Rue,2024-06-01,100,0,0,5.29
Rap money,Salmo & Noyz Narcos feat. Guè,2024-06-01,100,0,0,5.29
Guasto d'amore,Bresh & Shune,2024-06-01,100,0,0,5.26
Di' una parola,Antonello Venditti,2024-06-01,13,87,0,5.25
Papaya,Villabanks,2024-06-01,100,0,0,5.24
Love on,Selena Gomez,2024-06-01,0,100,0,5.21
Belong together,Mark Ambor,2024-06-01,100,0,0,5.17
Discoteche abbandonate,Max Pezzali,2024-06-01,0,100,0,5.14
Gelosa,Finesse feat. Shiva & Sfera Ebbasta & Guè Pequeno,2024-06-01,100,0,0,5.13
Cadillac,Boro & Artie 5Ive & Andry The Hitmaker,2024-06-01,100,0,0,5.12
Diluvio Universale,Ultimo & Mezzosangue,2024-06-01,100,0,0,5.04
Insta lova,Marracash & Guè Pequeno,2024-06-01,100,0,0,4.98
Beat of your heart,Purple Disco Machine & Asdis,2024-06-01,0,100,0,4.92
Sintetico,Kid Yugi & Night Skinny & Tony Boy,2024-06-01,100,0,0,4.92
Ex angelo,Kid Yugi & Sfera Ebbasta & Shablo,2024-06-01,100,0,0,4.9
Ancora,Rhove,2024-06-01,100,0,0,4.88
Fragole,Achille Lauro & Rose Villain,2024-06-01,100,0,0,4.87
Denaro,Kid Yugi & Simba La Rue,2024-06-01,100,0,0,4.85
Un briciolo di allegria,Blanco & Mina,2024-06-01,100,0,0,4.83
Memories,Capo Plaza feat. Annalisa,2024-06-01,100,0,0,4.81
Tutto fuori controllo,Mace & Kid Yugi & Izi & Franco126,2024-06-01,100,0,0,4.8
Baby girl,Capo Plaza,2024-06-01,100,0,0,4.76
Spingere,Il Pagante & Villabanks,2024-06-01,100,0,0,4.72
Volgare,Tedua feat. Lazza,2024-06-01,100,0,0,4.72
Giovani Wannabe,Pinguini Tattici Nucleari,2024-06-01,100,0,0,4.71
Mancanze affettive,Tedua feat. Geolier,2024-06-01,100,0,0,4.68
Sesso e samba,Tony Effe & Gaia,2024-06-08,82,16,3,100.0
Come un tuono,Rose Villain feat. Guè,2024-06-08,72,27,1,92.99
Paprika,Ghali,2024-06-08,65,34,1,75.3
Sexy shop,Fedez & Emis Killa,2024-06-08,80,16,4,67.04
100 messaggi,Lazza,2024-06-08,79,20,1,62.19
L'ultima poesia,Geolier & Ultimo,2024-06-08,99,1,1,55.26
Karma,Kolors,2024-06-08,34,63,3,50.66
Melodrama,Angelina Mango,2024-06-08,62,36,1,49.15
Black Nirvana,Elodie,2024-06-08,58,39,3,49.11
Gata only,Floyymenor & Cris Mj,2024-06-08,97,2,1,48.58
30ºc,Anna,2024-06-08,87,11,2,48.28
Altrove,Ultimo,2024-06-08,55,44,1,46.04
Tuta gold,Mahmood,2024-06-08,87,13,1,45.23
El pibe de oro,Geolier,2024-06-08,100,0,0,44.48
Mezzo rotto,Alessandra Amoroso feat. Bigmama,2024-06-08,54,35,10,44.01
BBE,ANNA feat. Lazza,2024-06-08,99,1,0,43.16
Sinceramente,Annalisa,2024-06-08,93,6,1,42.97
Malavita,Coma_Cose,2024-06-08,31,66,3,42.25
Beatrice,Tedua feat. Annalisa,2024-06-08,99,0,1,40.33
Miu Miu,Tony Effe unc. Palmitessa,2024-06-08,99,0,1,40.12
Veleno,Tananai,2024-06-08,49,49,1,39.24
Femme fatale,Emma,2024-06-08,28,70,2,38.59
Galassie,Irama,2024-06-08,51,48,2,37.74
I like the way you kiss me,Artemas,2024-06-08,54,45,2,36.15
Peyote,Articolo 31 feat. Fabri Fibra & Rocco Hunt,2024-06-08,26,73,1,35.45
Alè,Rhove & Capo Plaza,2024-06-08,56,44,0,33.78
"I p' me, tu p' te",Geolier,2024-06-08,100,0,0,33.08
Mammamì,Petit,2024-06-08,83,16,1,32.94
Non ho bisogno di te,Noemi,2024-06-08,0,100,0,31.31
Devastante,Olly & Jvli,2024-06-08,99,1,0,30.01
Beautiful things,Benson Boone,2024-06-08,72,26,3,29.91
Dopo le 4,"Tony Effe, Bresh & Tedua",2024-06-08,100,0,0,29.59
Mezzo secondo,Gazzelle,2024-06-08,73,27,1,29.48
Click boom!,Rose Villain,2024-06-08,99,0,1,29.16
Torcida,Bresh,2024-06-08,81,19,0,28.86
La noia,Angelina Mango,2024-06-08,99,0,1,28.2
Casa mia,Ghali,2024-06-08,99,0,1,27.12
Ma che idea,Bnkr44 & Pino D'Angiò,2024-06-08,83,16,1,26.93
Luna piena,Negramaro,2024-06-08,0,99,1,26.67
Lunch,Billie Eilish,2024-06-08,39,60,1,25.68
Soldi arrotolati,Capo Plaza feat. Anna,2024-06-08,100,0,0,24.84
Mare calmo,Tedua,2024-06-08,100,0,0,23.89
